Transaction_ID,Date,Branch,Product,Category,Quantity,Unit_Price,Payment_Method,Customer_Type,Total_Sales,Year,Month,Month_Name,Day,Day_Name,Year_Month
TXN0387,2026-04-05,Jinja,Body Lotion,Personal Care,5,25000,Cash,Regular,125000,2026,4,April,5,Sunday,2026-04
TXN0227,2026-04-05,Jinja,Electric Kettle,Home & Kitchen,3,95000,Card,Regular,285000,2026,4,April,5,Sunday,2026-04
TXN0346,2026-04-05,Entebbe,Body Lotion,Personal Care,4,25000,Card,Regular,100000,2026,4,April,5,Sunday,2026-04
TXN0358,2026-04-06,Entebbe,Sugar 2kg,Groceries,1,12000,Card,New,12000,2026,4,April,6,Monday,2026-04
TXN0325,2026-04-06,Kampala,Headphones,Electronics,1,120000,Mobile Money,New,120000,2026,4,April,6,Monday,2026-04
TXN0302,2026-04-06,Entebbe,Sugar 2kg,Groceries,4,12000,Mobile Money,Regular,48000,2026,4,April,6,Monday,2026-04
TXN0009,2026-04-07,Kampala,Toothpaste,Personal Care,5,12000,Mobile Money,Regular,60000,2026,4,April,7,Tuesday,2026-04
TXN0416,2026-04-07,Entebbe,Frying Pan,Home & Kitchen,2,65000,Mobile Money,Regular,130000,2026,4,April,7,Tuesday,2026-04
TXN0459,2026-04-07,Entebbe,Electric Kettle,Home & Kitchen,1,95000,Card,New,95000,2026,4,April,7,Tuesday,2026-04
TXN0214,2026-04-08,Jinja,Rice 5kg,Groceries,3,32000,Card,Regular,96000,2026,4,April,8,Wednesday,2026-04
TXN0007,2026-04-08,Kampala,Headphones,Electronics,3,120000,Mobile Money,Regular,360000,2026,4,April,8,Wednesday,2026-04
TXN0347,2026-04-09,Entebbe,Toothpaste,Personal Care,2,12000,Mobile Money,Regular,24000,2026,4,April,9,Thursday,2026-04
TXN0118,2026-04-11,Jinja,Toothpaste,Personal Care,5,12000,Card,New,60000,2026,4,April,11,Saturday,2026-04
TXN0324,2026-04-12,Jinja,Smartphone,Electronics,3,850000,Cash,Regular,2550000,2026,4,April,12,Sunday,2026-04
TXN0397,2026-04-13,Kampala,Smartphone,Electronics,5,850000,Card,New,4250000,2026,4,April,13,Monday,2026-04
TXN0100,2026-04-13,Kampala,Electric Kettle,Home & Kitchen,2,95000,Card,New,190000,2026,4,April,13,Monday,2026-04
TXN0440,2026-04-13,Jinja,Headphones,Electronics,1,120000,Cash,New,120000,2026,4,April,13,Monday,2026-04
TXN0231,2026-04-15,Kampala,Jeans,Clothing,2,85000,Cash,New,170000,2026,4,April,15,Wednesday,2026-04
TXN0043,2026-04-15,Kampala,Body Lotion,Personal Care,1,25000,Cash,Regular,25000,2026,4,April,15,Wednesday,2026-04
TXN0050,2026-04-15,Entebbe,Laptop Bag,Electronics,4,85000,Cash,Regular,340000,2026,4,April,15,Wednesday,2026-04
TXN0089,2026-04-15,Entebbe,Jeans,Clothing,4,85000,Card,Regular,340000,2026,4,April,15,Wednesday,2026-04
TXN0141,2026-04-15,Entebbe,Jacket,Clothing,5,150000,Cash,Regular,750000,2026,4,April,15,Wednesday,2026-04
TXN0185,2026-04-15,Kampala,Frying Pan,Home & Kitchen,2,65000,Cash,Regular,130000,2026,4,April,15,Wednesday,2026-04
TXN0176,2026-04-15,Entebbe,Sugar 2kg,Groceries,3,12000,Card,New,36000,2026,4,April,15,Wednesday,2026-04
TXN0370,2026-04-16,Entebbe,Frying Pan,Home & Kitchen,5,65000,Cash,New,325000,2026,4,April,16,Thursday,2026-04
TXN0207,2026-04-16,Jinja,Frying Pan,Home & Kitchen,2,65000,Cash,New,130000,2026,4,April,16,Thursday,2026-04
TXN0315,2026-04-16,Entebbe,Smartphone,Electronics,2,850000,Mobile Money,Regular,1700000,2026,4,April,16,Thursday,2026-04
TXN0256,2026-04-17,Jinja,Blender,Home & Kitchen,1,180000,Mobile Money,Regular,180000,2026,4,April,17,Friday,2026-04
TXN0234,2026-04-17,Jinja,Toothpaste,Personal Care,1,12000,Mobile Money,Regular,12000,2026,4,April,17,Friday,2026-04
TXN0099,2026-04-17,Jinja,Electric Kettle,Home & Kitchen,5,95000,Cash,Regular,475000,2026,4,April,17,Friday,2026-04
TXN0474,2026-04-17,Entebbe,Jacket,Clothing,2,150000,Mobile Money,Regular,300000,2026,4,April,17,Friday,2026-04
TXN0270,2026-04-18,Entebbe,Blender,Home & Kitchen,3,180000,Cash,Regular,540000,2026,4,April,18,Saturday,2026-04
TXN0132,2026-04-18,Entebbe,Smartphone,Electronics,1,850000,Mobile Money,Regular,850000,2026,4,April,18,Saturday,2026-04
TXN0044,2026-04-19,Entebbe,Sugar 2kg,Groceries,4,12000,Card,New,48000,2026,4,April,19,Sunday,2026-04
TXN0265,2026-04-20,Jinja,Body Lotion,Personal Care,5,25000,Card,New,125000,2026,4,April,20,Monday,2026-04
TXN0349,2026-04-21,Jinja,Headphones,Electronics,2,120000,Card,Regular,240000,2026,4,April,21,Tuesday,2026-04
TXN0087,2026-04-21,Kampala,Sugar 2kg,Groceries,3,12000,Card,Regular,36000,2026,4,April,21,Tuesday,2026-04
TXN0286,2026-04-22,Kampala,Headphones,Electronics,2,120000,Mobile Money,Regular,240000,2026,4,April,22,Wednesday,2026-04
TXN0175,2026-04-22,Jinja,T-Shirt,Clothing,4,45000,Cash,Regular,180000,2026,4,April,22,Wednesday,2026-04
TXN0135,2026-04-22,Jinja,Electric Kettle,Home & Kitchen,5,95000,Mobile Money,Regular,475000,2026,4,April,22,Wednesday,2026-04
TXN0064,2026-04-23,Jinja,Laptop Bag,Electronics,3,85000,Card,New,255000,2026,4,April,23,Thursday,2026-04
TXN0301,2026-04-23,Entebbe,Jacket,Clothing,5,150000,Card,New,750000,2026,4,April,23,Thursday,2026-04
TXN0294,2026-04-24,Jinja,Electric Kettle,Home & Kitchen,3,95000,Mobile Money,New,285000,2026,4,April,24,Friday,2026-04
TXN0182,2026-04-24,Kampala,Jeans,Clothing,2,85000,Mobile Money,New,170000,2026,4,April,24,Friday,2026-04
TXN0094,2026-04-24,Entebbe,Electric Kettle,Home & Kitchen,2,95000,Card,Regular,190000,2026,4,April,24,Friday,2026-04
TXN0104,2026-04-24,Jinja,Body Lotion,Personal Care,5,25000,Mobile Money,Regular,125000,2026,4,April,24,Friday,2026-04
TXN0442,2026-04-25,Entebbe,Rice 5kg,Groceries,3,32000,Mobile Money,New,96000,2026,4,April,25,Saturday,2026-04
TXN0352,2026-04-25,Kampala,Sugar 2kg,Groceries,3,12000,Card,Regular,36000,2026,4,April,25,Saturday,2026-04
TXN0047,2026-04-25,Kampala,Frying Pan,Home & Kitchen,4,65000,Cash,Regular,260000,2026,4,April,25,Saturday,2026-04
TXN0351,2026-04-25,Jinja,Cooking Oil 3L,Groceries,4,28000,Cash,Regular,112000,2026,4,April,25,Saturday,2026-04
TXN0322,2026-04-26,Jinja,Cooking Oil 3L,Groceries,2,28000,Mobile Money,New,56000,2026,4,April,26,Sunday,2026-04
TXN0255,2026-04-26,Kampala,Blender,Home & Kitchen,4,180000,Mobile Money,Regular,720000,2026,4,April,26,Sunday,2026-04
TXN0012,2026-04-27,Jinja,Cooking Oil 3L,Groceries,3,28000,Cash,Regular,84000,2026,4,April,27,Monday,2026-04
TXN0188,2026-04-27,Jinja,Rice 5kg,Groceries,2,32000,Mobile Money,New,64000,2026,4,April,27,Monday,2026-04
TXN0233,2026-04-27,Entebbe,Blender,Home & Kitchen,5,180000,Mobile Money,New,900000,2026,4,April,27,Monday,2026-04
TXN0393,2026-04-28,Kampala,Frying Pan,Home & Kitchen,2,65000,Card,Regular,130000,2026,4,April,28,Tuesday,2026-04
TXN0133,2026-04-28,Jinja,Jeans,Clothing,2,85000,Mobile Money,New,170000,2026,4,April,28,Tuesday,2026-04
TXN0462,2026-04-29,Jinja,Cooking Oil 3L,Groceries,5,28000,Mobile Money,Regular,140000,2026,4,April,29,Wednesday,2026-04
TXN0137,2026-04-29,Jinja,Body Lotion,Personal Care,5,25000,Card,Regular,125000,2026,4,April,29,Wednesday,2026-04
TXN0015,2026-04-29,Entebbe,Laptop Bag,Electronics,3,85000,Card,New,255000,2026,4,April,29,Wednesday,2026-04
TXN0385,2026-04-29,Kampala,Electric Kettle,Home & Kitchen,3,95000,Card,New,285000,2026,4,April,29,Wednesday,2026-04
TXN0169,2026-04-30,Jinja,Headphones,Electronics,3,120000,Card,Regular,360000,2026,4,April,30,Thursday,2026-04
TXN0111,2026-04-30,Entebbe,Frying Pan,Home & Kitchen,1,65000,Cash,Regular,65000,2026,4,April,30,Thursday,2026-04
TXN0388,2026-04-30,Kampala,Rice 5kg,Groceries,3,32000,Mobile Money,New,96000,2026,4,April,30,Thursday,2026-04
TXN0117,2026-04-30,Kampala,Shampoo,Personal Care,5,22000,Card,New,110000,2026,4,April,30,Thursday,2026-04
TXN0336,2026-05-01,Kampala,Blender,Home & Kitchen,4,180000,Mobile Money,Regular,720000,2026,5,May,1,Friday,2026-05
TXN0200,2026-05-01,Entebbe,Headphones,Electronics,3,120000,Card,Regular,360000,2026,5,May,1,Friday,2026-05
TXN0079,2026-05-01,Kampala,Shampoo,Personal Care,2,22000,Mobile Money,Regular,44000,2026,5,May,1,Friday,2026-05
TXN0403,2026-05-02,Jinja,Body Lotion,Personal Care,4,25000,Cash,New,100000,2026,5,May,2,Saturday,2026-05
TXN0424,2026-05-03,Kampala,Jacket,Clothing,2,150000,Card,Regular,300000,2026,5,May,3,Sunday,2026-05
TXN0420,2026-05-03,Entebbe,Sugar 2kg,Groceries,5,12000,Card,Regular,60000,2026,5,May,3,Sunday,2026-05
TXN0154,2026-05-03,Kampala,Cooking Oil 3L,Groceries,1,28000,Mobile Money,Regular,28000,2026,5,May,3,Sunday,2026-05
TXN0410,2026-05-03,Kampala,T-Shirt,Clothing,5,45000,Card,Regular,225000,2026,5,May,3,Sunday,2026-05
TXN0153,2026-05-03,Entebbe,Electric Kettle,Home & Kitchen,3,95000,Cash,New,285000,2026,5,May,3,Sunday,2026-05
TXN0148,2026-05-04,Entebbe,Jacket,Clothing,5,150000,Card,Regular,750000,2026,5,May,4,Monday,2026-05
TXN0232,2026-05-07,Kampala,Cooking Oil 3L,Groceries,1,28000,Cash,New,28000,2026,5,May,7,Thursday,2026-05
TXN0433,2026-05-07,Kampala,Body Lotion,Personal Care,3,25000,Cash,New,75000,2026,5,May,7,Thursday,2026-05
TXN0332,2026-05-08,Jinja,Headphones,Electronics,5,120000,Cash,New,600000,2026,5,May,8,Friday,2026-05
TXN0373,2026-05-09,Kampala,Blender,Home & Kitchen,1,180000,Card,New,180000,2026,5,May,9,Saturday,2026-05
TXN0170,2026-05-09,Jinja,Cooking Oil 3L,Groceries,4,28000,Mobile Money,New,112000,2026,5,May,9,Saturday,2026-05
TXN0436,2026-05-10,Entebbe,Shampoo,Personal Care,3,22000,Cash,New,66000,2026,5,May,10,Sunday,2026-05
TXN0295,2026-05-10,Kampala,Sugar 2kg,Groceries,3,12000,Mobile Money,Regular,36000,2026,5,May,10,Sunday,2026-05
TXN0082,2026-05-11,Entebbe,Jeans,Clothing,5,85000,Mobile Money,New,425000,2026,5,May,11,Monday,2026-05
TXN0289,2026-05-11,Kampala,Frying Pan,Home & Kitchen,3,65000,Mobile Money,New,195000,2026,5,May,11,Monday,2026-05
TXN0486,2026-05-12,Entebbe,Sugar 2kg,Groceries,4,12000,Cash,Regular,48000,2026,5,May,12,Tuesday,2026-05
TXN0354,2026-05-12,Jinja,Sugar 2kg,Groceries,2,12000,Cash,New,24000,2026,5,May,12,Tuesday,2026-05
TXN0180,2026-05-12,Kampala,Shampoo,Personal Care,5,22000,Mobile Money,Regular,110000,2026,5,May,12,Tuesday,2026-05
TXN0275,2026-05-12,Kampala,Body Lotion,Personal Care,3,25000,Mobile Money,New,75000,2026,5,May,12,Tuesday,2026-05
TXN0096,2026-05-12,Jinja,Cooking Oil 3L,Groceries,5,28000,Mobile Money,New,140000,2026,5,May,12,Tuesday,2026-05
TXN0174,2026-05-13,Jinja,Electric Kettle,Home & Kitchen,4,95000,Mobile Money,New,380000,2026,5,May,13,Wednesday,2026-05
TXN0375,2026-05-13,Entebbe,Sugar 2kg,Groceries,1,12000,Mobile Money,New,12000,2026,5,May,13,Wednesday,2026-05
TXN0321,2026-05-13,Kampala,Jacket,Clothing,3,150000,Cash,New,450000,2026,5,May,13,Wednesday,2026-05
TXN0134,2026-05-14,Jinja,Jacket,Clothing,3,150000,Card,Regular,450000,2026,5,May,14,Thursday,2026-05
TXN0158,2026-05-14,Entebbe,Body Lotion,Personal Care,4,25000,Mobile Money,Regular,100000,2026,5,May,14,Thursday,2026-05
TXN0427,2026-05-16,Kampala,Jeans,Clothing,2,85000,Cash,New,170000,2026,5,May,16,Saturday,2026-05
TXN0500,2026-05-16,Jinja,Smartphone,Electronics,3,850000,Card,Regular,2550000,2026,5,May,16,Saturday,2026-05
TXN0055,2026-05-16,Kampala,Frying Pan,Home & Kitchen,1,65000,Card,New,65000,2026,5,May,16,Saturday,2026-05
TXN0377,2026-05-17,Kampala,T-Shirt,Clothing,5,45000,Card,New,225000,2026,5,May,17,Sunday,2026-05
TXN0131,2026-05-17,Entebbe,Sugar 2kg,Groceries,3,12000,Cash,Regular,36000,2026,5,May,17,Sunday,2026-05
TXN0485,2026-05-17,Jinja,Electric Kettle,Home & Kitchen,3,95000,Mobile Money,Regular,285000,2026,5,May,17,Sunday,2026-05
TXN0062,2026-05-18,Kampala,Headphones,Electronics,5,120000,Mobile Money,New,600000,2026,5,May,18,Monday,2026-05
TXN0147,2026-05-18,Jinja,Jacket,Clothing,2,150000,Cash,New,300000,2026,5,May,18,Monday,2026-05
TXN0479,2026-05-18,Jinja,Headphones,Electronics,2,120000,Cash,Regular,240000,2026,5,May,18,Monday,2026-05
TXN0025,2026-05-18,Entebbe,Jeans,Clothing,3,85000,Cash,Regular,255000,2026,5,May,18,Monday,2026-05
TXN0395,2026-05-18,Kampala,Cooking Oil 3L,Groceries,1,28000,Mobile Money,New,28000,2026,5,May,18,Monday,2026-05
TXN0222,2026-05-19,Entebbe,Body Lotion,Personal Care,5,25000,Card,Regular,125000,2026,5,May,19,Tuesday,2026-05
TXN0494,2026-05-19,Jinja,Laptop Bag,Electronics,1,85000,Card,New,85000,2026,5,May,19,Tuesday,2026-05
TXN0035,2026-05-19,Jinja,Rice 5kg,Groceries,2,32000,Card,Regular,64000,2026,5,May,19,Tuesday,2026-05
TXN0211,2026-05-20,Kampala,Jeans,Clothing,1,85000,Mobile Money,Regular,85000,2026,5,May,20,Wednesday,2026-05
TXN0450,2026-05-21,Jinja,Smartphone,Electronics,2,850000,Card,New,1700000,2026,5,May,21,Thursday,2026-05
TXN0491,2026-05-21,Jinja,Electric Kettle,Home & Kitchen,3,95000,Mobile Money,Regular,285000,2026,5,May,21,Thursday,2026-05
TXN0429,2026-05-21,Kampala,Smartphone,Electronics,4,850000,Card,Regular,3400000,2026,5,May,21,Thursday,2026-05
TXN0092,2026-05-21,Kampala,Blender,Home & Kitchen,3,180000,Mobile Money,New,540000,2026,5,May,21,Thursday,2026-05
TXN0399,2026-05-21,Entebbe,Body Lotion,Personal Care,5,25000,Card,New,125000,2026,5,May,21,Thursday,2026-05
TXN0038,2026-05-22,Kampala,T-Shirt,Clothing,5,45000,Cash,New,225000,2026,5,May,22,Friday,2026-05
TXN0368,2026-05-22,Jinja,Sugar 2kg,Groceries,3,12000,Mobile Money,New,36000,2026,5,May,22,Friday,2026-05
TXN0193,2026-05-22,Jinja,Sugar 2kg,Groceries,4,12000,Mobile Money,Regular,48000,2026,5,May,22,Friday,2026-05
TXN0376,2026-05-22,Entebbe,Jeans,Clothing,2,85000,Card,Regular,170000,2026,5,May,22,Friday,2026-05
TXN0144,2026-05-22,Jinja,Electric Kettle,Home & Kitchen,3,95000,Mobile Money,Regular,285000,2026,5,May,22,Friday,2026-05
TXN0398,2026-05-22,Entebbe,Sugar 2kg,Groceries,1,12000,Mobile Money,Regular,12000,2026,5,May,22,Friday,2026-05
TXN0073,2026-05-22,Kampala,T-Shirt,Clothing,4,45000,Cash,New,180000,2026,5,May,22,Friday,2026-05
TXN0264,2026-05-23,Entebbe,Shampoo,Personal Care,1,22000,Mobile Money,New,22000,2026,5,May,23,Saturday,2026-05
TXN0304,2026-05-23,Jinja,Headphones,Electronics,4,120000,Mobile Money,Regular,480000,2026,5,May,23,Saturday,2026-05
TXN0477,2026-05-23,Jinja,Blender,Home & Kitchen,2,180000,Mobile Money,New,360000,2026,5,May,23,Saturday,2026-05
TXN0281,2026-05-24,Jinja,Frying Pan,Home & Kitchen,3,65000,Cash,Regular,195000,2026,5,May,24,Sunday,2026-05
TXN0260,2026-05-24,Jinja,T-Shirt,Clothing,3,45000,Card,New,135000,2026,5,May,24,Sunday,2026-05
TXN0361,2026-05-24,Kampala,Toothpaste,Personal Care,3,12000,Mobile Money,Regular,36000,2026,5,May,24,Sunday,2026-05
TXN0425,2026-05-24,Jinja,Toothpaste,Personal Care,3,12000,Cash,New,36000,2026,5,May,24,Sunday,2026-05
TXN0379,2026-05-25,Kampala,Shampoo,Personal Care,1,22000,Cash,New,22000,2026,5,May,25,Monday,2026-05
TXN0454,2026-05-25,Kampala,Electric Kettle,Home & Kitchen,5,95000,Mobile Money,Regular,475000,2026,5,May,25,Monday,2026-05
TXN0156,2026-05-25,Entebbe,Body Lotion,Personal Care,1,25000,Cash,New,25000,2026,5,May,25,Monday,2026-05
TXN0406,2026-05-25,Entebbe,Jacket,Clothing,4,150000,Cash,Regular,600000,2026,5,May,25,Monday,2026-05
TXN0488,2026-05-25,Kampala,Smartphone,Electronics,2,850000,Cash,Regular,1700000,2026,5,May,25,Monday,2026-05
TXN0032,2026-05-26,Kampala,Toothpaste,Personal Care,1,12000,Card,Regular,12000,2026,5,May,26,Tuesday,2026-05
TXN0434,2026-05-26,Jinja,Cooking Oil 3L,Groceries,1,28000,Mobile Money,Regular,28000,2026,5,May,26,Tuesday,2026-05
TXN0381,2026-05-27,Entebbe,Body Lotion,Personal Care,5,25000,Card,New,125000,2026,5,May,27,Wednesday,2026-05
TXN0334,2026-05-27,Entebbe,Rice 5kg,Groceries,2,32000,Card,New,64000,2026,5,May,27,Wednesday,2026-05
TXN0042,2026-05-27,Jinja,Jacket,Clothing,4,150000,Cash,Regular,600000,2026,5,May,27,Wednesday,2026-05
TXN0155,2026-05-28,Jinja,Headphones,Electronics,1,120000,Cash,New,120000,2026,5,May,28,Thursday,2026-05
TXN0220,2026-05-29,Entebbe,Smartphone,Electronics,2,850000,Cash,Regular,1700000,2026,5,May,29,Friday,2026-05
TXN0378,2026-05-29,Kampala,T-Shirt,Clothing,2,45000,Card,Regular,90000,2026,5,May,29,Friday,2026-05
TXN0209,2026-05-30,Kampala,Electric Kettle,Home & Kitchen,2,95000,Mobile Money,Regular,190000,2026,5,May,30,Saturday,2026-05
TXN0020,2026-05-30,Entebbe,Jacket,Clothing,5,150000,Mobile Money,Regular,750000,2026,5,May,30,Saturday,2026-05
TXN0489,2026-05-30,Jinja,Frying Pan,Home & Kitchen,4,65000,Mobile Money,New,260000,2026,5,May,30,Saturday,2026-05
TXN0452,2026-05-30,Entebbe,Jacket,Clothing,1,150000,Card,Regular,150000,2026,5,May,30,Saturday,2026-05
TXN0159,2026-05-31,Entebbe,Shampoo,Personal Care,3,22000,Card,New,66000,2026,5,May,31,Sunday,2026-05
TXN0005,2026-05-31,Entebbe,Electric Kettle,Home & Kitchen,1,95000,Cash,Regular,95000,2026,5,May,31,Sunday,2026-05
TXN0129,2026-06-01,Jinja,Headphones,Electronics,2,120000,Cash,Regular,240000,2026,6,June,1,Monday,2026-06
TXN0466,2026-06-02,Kampala,Headphones,Electronics,4,120000,Card,New,480000,2026,6,June,2,Tuesday,2026-06
TXN0307,2026-06-02,Jinja,Laptop Bag,Electronics,1,85000,Mobile Money,Regular,85000,2026,6,June,2,Tuesday,2026-06
TXN0084,2026-06-02,Entebbe,Headphones,Electronics,3,120000,Card,Regular,360000,2026,6,June,2,Tuesday,2026-06
TXN0297,2026-06-02,Jinja,T-Shirt,Clothing,4,45000,Mobile Money,New,180000,2026,6,June,2,Tuesday,2026-06
TXN0163,2026-06-02,Entebbe,Jacket,Clothing,3,150000,Cash,New,450000,2026,6,June,2,Tuesday,2026-06
TXN0253,2026-06-02,Jinja,Blender,Home & Kitchen,3,180000,Mobile Money,Regular,540000,2026,6,June,2,Tuesday,2026-06
TXN0189,2026-06-03,Jinja,Toothpaste,Personal Care,2,12000,Cash,Regular,24000,2026,6,June,3,Wednesday,2026-06
TXN0303,2026-06-03,Kampala,Jeans,Clothing,3,85000,Cash,Regular,255000,2026,6,June,3,Wednesday,2026-06
TXN0262,2026-06-03,Entebbe,Cooking Oil 3L,Groceries,3,28000,Cash,New,84000,2026,6,June,3,Wednesday,2026-06
TXN0184,2026-06-05,Kampala,Jeans,Clothing,2,85000,Mobile Money,New,170000,2026,6,June,5,Friday,2026-06
TXN0274,2026-06-05,Entebbe,Electric Kettle,Home & Kitchen,4,95000,Mobile Money,New,380000,2026,6,June,5,Friday,2026-06
TXN0085,2026-06-05,Jinja,Blender,Home & Kitchen,1,180000,Mobile Money,New,180000,2026,6,June,5,Friday,2026-06
TXN0355,2026-06-05,Jinja,Shampoo,Personal Care,4,22000,Cash,New,88000,2026,6,June,5,Friday,2026-06
TXN0404,2026-06-06,Entebbe,Sugar 2kg,Groceries,2,12000,Mobile Money,Regular,24000,2026,6,June,6,Saturday,2026-06
TXN0208,2026-06-06,Entebbe,Headphones,Electronics,5,120000,Card,New,600000,2026,6,June,6,Saturday,2026-06
TXN0439,2026-06-06,Jinja,Laptop Bag,Electronics,4,85000,Mobile Money,Regular,340000,2026,6,June,6,Saturday,2026-06
TXN0362,2026-06-06,Entebbe,Rice 5kg,Groceries,4,32000,Cash,New,128000,2026,6,June,6,Saturday,2026-06
TXN0328,2026-06-07,Kampala,Electric Kettle,Home & Kitchen,1,95000,Cash,Regular,95000,2026,6,June,7,Sunday,2026-06
TXN0382,2026-06-10,Jinja,Electric Kettle,Home & Kitchen,3,95000,Card,Regular,285000,2026,6,June,10,Wednesday,2026-06
TXN0293,2026-06-10,Entebbe,Shampoo,Personal Care,2,22000,Mobile Money,New,44000,2026,6,June,10,Wednesday,2026-06
TXN0203,2026-06-11,Jinja,Rice 5kg,Groceries,3,32000,Cash,New,96000,2026,6,June,11,Thursday,2026-06
TXN0496,2026-06-11,Kampala,Laptop Bag,Electronics,1,85000,Card,New,85000,2026,6,June,11,Thursday,2026-06
TXN0014,2026-06-12,Kampala,T-Shirt,Clothing,5,45000,Card,New,225000,2026,6,June,12,Friday,2026-06
TXN0269,2026-06-12,Kampala,Jacket,Clothing,1,150000,Card,New,150000,2026,6,June,12,Friday,2026-06
TXN0353,2026-06-13,Kampala,Cooking Oil 3L,Groceries,1,28000,Card,Regular,28000,2026,6,June,13,Saturday,2026-06
TXN0228,2026-06-13,Entebbe,Shampoo,Personal Care,1,22000,Card,New,22000,2026,6,June,13,Saturday,2026-06
TXN0028,2026-06-13,Jinja,Shampoo,Personal Care,5,22000,Cash,New,110000,2026,6,June,13,Saturday,2026-06
TXN0284,2026-06-13,Entebbe,Jacket,Clothing,3,150000,Cash,Regular,450000,2026,6,June,13,Saturday,2026-06
TXN0498,2026-06-13,Jinja,T-Shirt,Clothing,5,45000,Mobile Money,Regular,225000,2026,6,June,13,Saturday,2026-06
TXN0239,2026-06-13,Jinja,Jeans,Clothing,1,85000,Cash,Regular,85000,2026,6,June,13,Saturday,2026-06
TXN0435,2026-06-14,Jinja,Electric Kettle,Home & Kitchen,5,95000,Mobile Money,New,475000,2026,6,June,14,Sunday,2026-06
TXN0371,2026-06-14,Kampala,Sugar 2kg,Groceries,4,12000,Mobile Money,Regular,48000,2026,6,June,14,Sunday,2026-06
TXN0473,2026-06-14,Jinja,Sugar 2kg,Groceries,4,12000,Card,Regular,48000,2026,6,June,14,Sunday,2026-06
TXN0492,2026-06-14,Jinja,Jacket,Clothing,4,150000,Mobile Money,New,600000,2026,6,June,14,Sunday,2026-06
TXN0119,2026-06-14,Entebbe,Headphones,Electronics,2,120000,Mobile Money,New,240000,2026,6,June,14,Sunday,2026-06
TXN0320,2026-06-14,Entebbe,Smartphone,Electronics,3,850000,Card,New,2550000,2026,6,June,14,Sunday,2026-06
TXN0249,2026-06-14,Kampala,Electric Kettle,Home & Kitchen,1,95000,Mobile Money,Regular,95000,2026,6,June,14,Sunday,2026-06
TXN0237,2026-06-15,Entebbe,Frying Pan,Home & Kitchen,1,65000,Mobile Money,Regular,65000,2026,6,June,15,Monday,2026-06
TXN0186,2026-06-15,Kampala,Headphones,Electronics,4,120000,Card,Regular,480000,2026,6,June,15,Monday,2026-06
TXN0430,2026-06-16,Kampala,Electric Kettle,Home & Kitchen,3,95000,Mobile Money,Regular,285000,2026,6,June,16,Tuesday,2026-06
TXN0049,2026-06-16,Jinja,Smartphone,Electronics,1,850000,Cash,New,850000,2026,6,June,16,Tuesday,2026-06
TXN0409,2026-06-17,Jinja,Cooking Oil 3L,Groceries,5,28000,Cash,New,140000,2026,6,June,17,Wednesday,2026-06
TXN0018,2026-06-17,Entebbe,Rice 5kg,Groceries,4,32000,Card,Regular,128000,2026,6,June,17,Wednesday,2026-06
TXN0443,2026-06-17,Entebbe,Cooking Oil 3L,Groceries,2,28000,Cash,New,56000,2026,6,June,17,Wednesday,2026-06
TXN0045,2026-06-17,Jinja,Jeans,Clothing,1,85000,Cash,Regular,85000,2026,6,June,17,Wednesday,2026-06
TXN0263,2026-06-18,Entebbe,Laptop Bag,Electronics,2,85000,Cash,Regular,170000,2026,6,June,18,Thursday,2026-06
TXN0338,2026-06-18,Jinja,Jacket,Clothing,1,150000,Card,Regular,150000,2026,6,June,18,Thursday,2026-06
TXN0266,2026-06-18,Jinja,T-Shirt,Clothing,3,45000,Cash,New,135000,2026,6,June,18,Thursday,2026-06
TXN0305,2026-06-18,Jinja,Jacket,Clothing,2,150000,Mobile Money,New,300000,2026,6,June,18,Thursday,2026-06
TXN0306,2026-06-19,Kampala,T-Shirt,Clothing,3,45000,Mobile Money,Regular,135000,2026,6,June,19,Friday,2026-06
TXN0243,2026-06-19,Kampala,Headphones,Electronics,2,120000,Cash,Regular,240000,2026,6,June,19,Friday,2026-06
TXN0161,2026-06-19,Kampala,Cooking Oil 3L,Groceries,2,28000,Cash,New,56000,2026,6,June,19,Friday,2026-06
TXN0178,2026-06-19,Entebbe,Cooking Oil 3L,Groceries,5,28000,Cash,Regular,140000,2026,6,June,19,Friday,2026-06
TXN0257,2026-06-20,Entebbe,Sugar 2kg,Groceries,3,12000,Cash,Regular,36000,2026,6,June,20,Saturday,2026-06
TXN0309,2026-06-21,Entebbe,Jeans,Clothing,5,85000,Mobile Money,New,425000,2026,6,June,21,Sunday,2026-06
TXN0036,2026-06-21,Jinja,Blender,Home & Kitchen,3,180000,Mobile Money,Regular,540000,2026,6,June,21,Sunday,2026-06
TXN0041,2026-06-21,Entebbe,Cooking Oil 3L,Groceries,2,28000,Card,New,56000,2026,6,June,21,Sunday,2026-06
TXN0480,2026-06-22,Jinja,Blender,Home & Kitchen,5,180000,Cash,New,900000,2026,6,June,22,Monday,2026-06
TXN0407,2026-06-22,Kampala,Sugar 2kg,Groceries,4,12000,Card,Regular,48000,2026,6,June,22,Monday,2026-06
TXN0173,2026-06-22,Entebbe,Body Lotion,Personal Care,5,25000,Cash,New,125000,2026,6,June,22,Monday,2026-06
TXN0276,2026-06-23,Jinja,Cooking Oil 3L,Groceries,5,28000,Mobile Money,Regular,140000,2026,6,June,23,Tuesday,2026-06
TXN0472,2026-06-23,Entebbe,Jeans,Clothing,5,85000,Mobile Money,New,425000,2026,6,June,23,Tuesday,2026-06
